feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,emotion
-332.7307,20.37425,-10.393969,23.131433,-10.536216,-8.251628,-7.9105735,-14.249419,-1.2368963,-4.4681325,-14.649823,11.380867,-6.2131624,0.064774886,0.2396264169730392,happy
-317.48236,39.277164,-18.963415,12.988739,-9.512654,-6.275787,-5.1946964,-16.532763,-4.1552167,-0.038630106,-13.362144,9.694028,-12.304601,0.068317,0.2066742271505376,happy
-299.415,33.466747,-12.272722,27.541973,-3.2491918,-8.274101,-8.4695635,-20.190483,-7.0871773,-0.8054263,-20.397783,14.909137,-10.112853,0.083608225,0.2038127940188172,happy
-317.8064,38.25161,-22.684658,10.596592,-4.019382,-10.449017,-7.687124,-13.321331,-7.759548,4.6916733,-16.650728,6.570559,-11.646332,0.06974575,0.1604062034970238,happy
-321.61563,19.265913,-9.834161,14.552813,-3.5262077,-5.457972,-4.447785,-11.663105,0.1392171,0.37743092,-15.445472,10.769093,-7.8438573,0.07066917,0.2749734526699029,happy
-327.33978,17.057625,1.9652752,27.38309,5.0472636,-18.293655,-6.9747076,-9.832947,-10.913279,-5.344361,-16.238817,3.4486907,-4.580997,0.06894377,0.2277970224056603,happy
-336.18088,38.874054,-16.264467,24.311739,-1.9111427,-1.6803708,-10.718839,-21.715223,-1.503414,-0.0048161484,-22.06109,10.983694,-9.343401,0.063649476,0.1812266474184782,happy
-306.15952,16.510408,-17.21303,27.319878,-12.342592,-9.077392,-9.913454,-15.497995,1.2876368,-5.9382024,-13.902274,12.1405945,-8.912883,0.092993796,0.214453125,happy
-345.04877,16.861961,-6.901003,30.241734,4.680194,-12.02951,-5.2584143,-16.422752,-4.936006,-4.3831816,-18.477114,8.596619,-5.8793335,0.058669247,0.2013682489809782,happy
-318.11557,43.19849,-8.274118,15.236359,-15.157825,-10.237546,2.54001,-18.45606,-12.2882595,-0.2575403,-21.174915,10.148933,-5.1002483,0.069789626,0.1548295454545454,happy
-328.21445,40.758892,-18.850685,28.15726,0.17052592,-6.1589546,-14.844704,-16.548409,-7.2049723,-2.3031733,-23.076996,13.951529,-13.057045,0.062845446,0.1677586755087209,happy
-366.32422,15.005661,-0.7602294,20.935171,4.7374997,-2.6323905,-11.026888,-7.6361876,-7.599345,-1.0072955,-16.679823,9.524029,-7.281492,0.0464092,0.2681443234707447,happy
-320.828,32.69774,-18.55886,20.75454,-3.9275875,-9.60561,-9.55892,-18.620123,-4.783336,-0.2566371,-19.051752,10.088536,-14.215297,0.07828929,0.1614071278089887,happy
-293.571,39.925507,-31.782087,15.627966,-6.012522,-8.182892,-1.0434217,-16.923147,1.2397875,3.1506252,-17.819109,11.806814,-7.720504,0.07554401,0.2022763206845238,happy
-280.3331,40.91136,-26.275846,16.307251,-22.866732,-2.9783828,1.7051992,-17.248413,-2.158477,-1.4291666,-13.17728,17.015732,-10.546003,0.08373556,0.181937839673913,happy
-311.51892,22.770868,-23.468807,21.956438,-11.078983,-2.4923222,-2.9728336,-7.5009336,1.7877531,2.759981,-14.695325,6.8697023,-7.2926674,0.056033224,0.2124229029605263,happy
-333.50824,22.562323,-12.497828,31.523838,-3.405277,-16.49693,-3.9671428,-7.3586607,-10.161451,-1.0466,-16.572474,5.5467134,-3.5910926,0.054593816,0.1956574813179347,happy
-298.2915,38.018875,-35.39121,23.889359,-14.538165,-2.6634383,-4.5287046,-16.033905,-0.8813648,1.2822671,-14.464534,10.820511,-11.857961,0.068383776,0.1896311442057291,happy
-335.8122,14.381003,-11.20698,39.212246,3.1768742,-12.832519,-6.917564,-10.434485,-7.903883,-6.9021063,-16.333864,14.697733,-11.192181,0.055653412,0.2185856280940594,happy
-275.38437,35.665253,-34.52883,19.185646,-9.73138,-6.9153576,-11.201541,-16.453753,-2.8273904,1.1174841,-20.407843,12.542453,-10.186654,0.08293237,0.1847256747159091,happy
-321.16867,24.072083,-11.1467705,36.338284,-4.98927,-7.770311,-10.306046,-11.229675,-1.5018395,-0.61370033,-15.34231,18.485888,-7.3721724,0.062259756,0.2128129438920454,happy
-299.1382,53.099045,-14.905942,21.502903,-22.391869,-2.1872556,2.8722568,-13.671933,-2.2402503,0.038898814,-15.770761,18.043348,-11.306853,0.07943774,0.1564719460227272,happy
-308.98422,49.746944,-15.940932,16.812643,-12.56412,-4.3448997,0.10369658,-14.8148985,-7.0311904,6.058276,-16.91757,8.695031,-7.9452868,0.07993622,0.1488970588235294,happy
-296.4777,66.18122,-24.41678,7.313358,-11.485282,-2.28967,-11.200295,-18.268215,-12.020293,7.37132,-21.067842,13.967945,-7.2618465,0.07421093,0.1647838245738636,happy
-310.1843,12.084192,-24.132673,30.696148,-11.605173,-1.7231051,-3.3232615,-11.385371,-2.9930432,0.3239391,-13.412738,8.907836,-3.4902306,0.05919448,0.2318616365131579,happy
-313.19983,41.79773,-16.953905,19.416887,-9.350439,-8.558458,-12.154777,-15.13547,-10.84839,3.1256073,-16.038315,11.685468,-8.792517,0.067296974,0.1712715063202247,happy
-311.96445,45.108887,-22.27876,11.747149,-11.091654,-7.089538,-10.721415,-16.70349,-3.392533,4.326423,-21.31661,11.162966,-13.0563135,0.069191396,0.1768354936079545,happy
-322.42374,32.675766,-14.505254,28.379644,-7.626422,-5.748205,-3.76869,-10.965669,-7.927237,0.0624328,-16.088133,11.028289,-10.629986,0.06745825,0.1791845703125,happy
-327.7078,24.418339,-16.0245,36.118816,-9.938105,-3.2996275,-6.8056893,-13.087158,-0.17874068,-0.26379123,-15.195052,12.8993025,-7.9584055,0.062102817,0.210743135618932,happy
-303.66214,32.535988,-20.94144,21.860285,-8.249176,-8.179522,-10.455788,-15.436708,-5.085266,-0.26234806,-17.214212,9.067989,-10.278314,0.07869029,0.182965158045977,happy
-346.24515,2.7068276,-10.047241,34.156376,-0.49853855,-3.193734,-8.643654,-11.552922,-8.655497,-2.5434036,-18.635674,9.933936,-6.942094,0.05508814,0.280268243018617,happy
-360.71204,30.393309,-1.0607479,37.09578,1.8400035,-7.8887105,-3.5214233,-13.391235,-13.012936,0.44856688,-18.216036,6.7014537,-11.315762,0.04330584,0.1620205965909091,happy
-350.74515,14.103124,-11.13477,33.70573,-5.111838,-9.086127,-2.2570422,-14.409832,-6.306332,-5.652676,-16.20607,6.438385,-9.185946,0.047378138,0.2177059092420212,happy
-326.33035,29.563482,-12.932552,28.93736,2.371322,-14.9676895,-8.31772,-9.933453,-6.6076093,-4.274343,-14.958638,11.313813,-7.5443454,0.05859832,0.1703721788194444,happy
-326.74033,27.65134,-18.176506,33.713173,2.3004606,-10.327917,-5.145925,-11.062125,2.6348913,-5.243943,-9.257807,15.380267,-8.410796,0.06728708,0.2112453294836956,happy
-305.2611,37.628616,-15.427897,25.056961,-10.343553,-8.502553,-2.2899594,-17.893938,-2.9657848,-0.93724555,-13.446594,15.8313875,-8.429563,0.07606358,0.1770528157552083,happy
-352.53082,31.378418,-9.746404,33.553482,1.4621571,-12.752705,-7.94994,-8.295843,-11.197789,-2.0318472,-15.211802,9.560955,-11.532913,0.040814355,0.1837990500710227,happy
-325.48685,28.30147,-11.640819,27.771137,-1.538683,-3.995721,-6.6244206,-8.358389,-3.6537652,0.1370351,-13.269756,9.419892,-6.8951006,0.062139664,0.1967141544117647,happy
-321.63715,43.585503,-24.8709,21.615429,-4.0543513,-6.1593437,-3.964304,-13.125788,-6.9327044,3.451041,-17.496187,10.686425,-11.261705,0.06704176,0.1826063368055555,happy
-322.90173,30.479364,-11.089095,28.837713,-7.308093,-7.015604,-6.4846315,-12.698997,-8.488209,-3.4213476,-19.822554,13.671284,-11.141377,0.062696345,0.1783447265625,happy
-298.7751,42.86302,-24.113913,15.238625,-16.395329,-8.499312,-4.587805,-17.258774,-11.990773,2.3445904,-17.055574,10.322495,-14.046319,0.07603133,0.1664028825431034,happy
-333.1921,31.789595,-10.960745,41.74655,-4.8081856,-6.06983,-4.041098,-18.27202,-11.984217,-7.4932647,-19.58816,10.558304,-13.227942,0.06675353,0.1517827460106383,happy
-331.74774,42.60122,-20.95312,23.845854,-6.1652927,-7.054187,-8.027144,-22.980091,-2.502552,-3.1738214,-22.061157,14.60066,-13.206637,0.056139156,0.172412109375,happy
-320.623,12.634563,-9.19753,29.615835,-3.2281294,-5.4278493,-6.6792793,-15.379437,-5.0557837,-8.394871,-16.783894,13.071121,-11.844198,0.06694611,0.2562469797036082,happy
-319.96945,40.84489,-11.360565,22.83039,0.61653864,-9.273682,-8.021633,-17.508934,-10.510161,-1.3670988,-19.354067,8.730077,-7.449839,0.060008068,0.1736944289434523,happy
-331.08847,31.743286,-12.010343,20.709766,-3.1804016,-8.091002,-6.343077,-16.78244,-4.5644364,-1.3678198,-14.967873,9.03698,-13.703667,0.06695745,0.2095743815104166,happy
-324.79044,39.2136,-10.43463,19.507576,-3.4803257,-6.769561,-10.12419,-14.519907,-11.871827,2.5601413,-22.003315,6.0715485,-11.561962,0.063837945,0.1546280082614942,happy
-335.2359,36.29687,-19.401423,26.036993,-7.6238256,-12.047074,-5.8760724,-19.770058,-10.79185,3.040741,-18.629852,9.008939,-5.525202,0.053333078,0.1744359853316326,happy
-336.09177,27.274971,-13.55582,18.288261,-11.674025,-4.463896,-4.446258,-14.942183,-9.816518,0.13419113,-14.256344,14.737988,-12.102276,0.05607205,0.1991622121710526,happy
-316.52615,43.756393,-20.57521,20.999462,-23.453655,-1.094641,-0.107740656,-25.474726,-4.033891,-5.4258213,-12.6887045,10.59853,-12.673191,0.07387021,0.1530988240979381,happy
-309.34012,45.00448,-20.137123,17.070967,-18.81041,-8.060041,-7.543162,-21.529882,-6.7825575,-1.4283121,-18.90667,14.861179,-12.498122,0.06987221,0.1552935728092783,happy
-333.05515,24.208687,-5.17238,32.792946,-7.6599536,2.9752154,-8.135135,-20.884853,-5.525528,-4.634663,-20.163874,12.779841,-12.782672,0.07278357,0.2114583333333333,happy
-322.97552,32.070473,-11.095056,8.9042225,-16.131853,-3.95393,-0.91823655,-14.835045,-9.896752,1.3435429,-13.518082,8.803348,-12.821296,0.064771675,0.2038736979166666,happy
-302.79538,34.778553,-10.961624,18.025448,-19.254683,0.35195252,-3.9553912,-20.764395,-8.443559,0.37349808,-15.828174,10.156433,-16.6229,0.0812495,0.1892430505087209,happy
-324.11554,38.886032,-19.470303,17.595695,-6.506777,-6.7208223,-8.121191,-13.509415,-7.3973455,3.0081167,-13.2197275,8.988639,-8.9248705,0.06228528,0.1715169270833333,happy
-332.75192,27.366062,-13.928967,37.20762,-0.04731674,-9.35354,-3.6875308,-15.796017,-4.4920387,-5.324611,-14.5821705,14.120402,-12.031804,0.0676481,0.1842259457236842,happy
-338.75336,23.084457,-22.83778,33.71552,-11.20108,-1.0181369,-6.0450883,-15.733255,-4.542916,1.8864405,-14.905655,9.569687,-9.561018,0.058943186,0.2049252288510101,happy
-323.9625,35.164898,-22.23294,28.590815,-4.8975625,-3.4667377,-14.213523,-21.54667,1.1045232,-3.4261265,-19.856339,14.12864,-7.746836,0.06365061,0.1956227620442708,happy
-345.7818,21.049929,-8.611474,14.005687,3.3694527,-5.9020624,-5.8526807,-14.99867,-2.416201,2.0407438,-16.835182,11.162347,-9.744175,0.061555445,0.2790048189252336,happy
-318.05756,31.71632,-10.33115,20.9101,-4.121512,-3.3903496,-13.264606,-14.377704,-5.3795943,-1.5200034,-17.950396,8.475783,-11.261237,0.079050824,0.1998922413793103,happy
-309.8935,45.65321,-22.97384,26.906528,-12.037575,-8.584432,-11.1413555,-19.349062,-7.2193146,1.1775864,-20.110218,12.142995,-9.968042,0.068442285,0.16083984375,happy
-311.1962,52.64229,-17.60447,8.756868,-19.273611,-7.8597536,3.9201458,-23.820282,-7.431629,-3.9067688,-13.821237,9.67329,-13.856532,0.07092002,0.1345790905898876,happy
-303.1612,42.995087,-26.307999,24.813133,-6.75297,-7.1896586,-9.288237,-18.544819,-13.353632,-0.4838759,-13.004489,14.996496,-11.354365,0.08461778,0.1541922433035714,happy
-301.71674,34.413208,-21.09099,33.828392,-5.2540812,-7.032587,-9.255248,-23.113283,-10.28397,-2.0187724,-27.620874,14.242369,-14.994013,0.08837917,0.1444751257183908,happy
-340.34195,47.053642,-15.329011,24.360537,7.230512,-5.6907,-11.256524,-19.518038,-11.076273,1.216927,-20.848663,9.960401,-9.995741,0.06509783,0.134487418241279,happy
-332.30463,43.09329,-19.278982,16.591066,-12.271895,-1.8157568,-1.5575963,-17.382679,-6.9380836,1.7659289,-15.183705,10.099751,-9.489496,0.06829676,0.1732737223307291,happy
-313.19086,19.750854,-5.6171036,10.260331,0.9264318,-6.1545367,-3.728023,-14.699955,-6.589844,1.9495836,-12.991845,6.956851,-5.9474697,0.07793645,0.2796933013613861,happy
-309.49417,45.10056,-23.00032,25.979588,2.3357122,-14.514058,-7.7411323,-11.577896,-0.3959975,3.199565,-17.62515,13.371495,-9.646529,0.07137581,0.1576474946120689,happy
-307.13403,37.92226,-7.792446,32.835007,-0.8430616,-8.429371,-7.150915,-17.13764,-11.18619,-4.259665,-21.911404,7.2742333,-11.868729,0.081957854,0.1566984215561224,happy
-308.09454,40.859352,-20.12591,29.314678,-2.6943102,-16.740086,-8.894374,-17.888954,-1.0857422,-5.957036,-19.567734,14.0374365,-14.04284,0.08138109,0.1528856885302197,happy
-341.7838,17.729961,-5.7941194,34.589085,-3.9605076,-10.179896,-4.1554637,-13.554917,-5.582522,-2.7472174,-16.601316,15.847891,-11.427026,0.06766701,0.2124698720079787,happy
-324.82074,22.128002,-8.216071,21.63558,2.4759867,-8.609351,-9.208741,-11.115287,-5.4061775,-0.9774455,-16.428667,8.795347,-10.466871,0.07229225,0.257388990752551,happy
-319.37512,28.404776,-11.292323,29.164135,-7.9293838,-0.17362246,-9.098725,-13.296538,-5.96661,-1.7923301,-19.127163,13.532105,-10.37957,0.07276561,0.208525390625,happy
-318.90448,43.9511,-15.775526,21.512768,-2.3705084,-7.592925,-2.3985803,-25.07881,-5.39483,0.8232095,-18.934238,7.6159425,-12.07595,0.07499786,0.1667979250672043,happy
-262.39243,42.749966,-25.035046,16.590021,-3.9221354,-14.898757,-2.9367914,-15.628679,1.5591768,0.07421127,-18.979197,7.9041567,-11.065232,0.099071294,0.1736242273351648,happy
-329.84122,19.746748,-8.403228,37.05537,1.003778,-9.146383,-7.6304154,-4.59088,-6.888297,2.5268984,-15.666377,9.63351,-4.7296576,0.05315758,0.1976136552526596,happy
-323.64944,32.52338,-9.314343,31.477247,0.60065895,-9.426144,-3.531694,-15.17565,-4.81451,0.11307352,-16.964195,12.8904295,-10.986824,0.06665405,0.1670673076923076,happy
-315.85004,17.584673,-15.30174,13.915736,-6.1168594,-4.1271734,0.31448933,-10.650095,3.829025,1.314802,-12.395145,10.067033,-7.2583075,0.06784316,0.2644067629419191,happy
-305.44305,45.351917,-13.26682,12.093267,-12.651123,1.2866987,-7.7489266,-17.985725,-5.8203335,4.166859,-19.096203,19.337465,-11.250211,0.070825055,0.1762803819444444,happy
-302.0778,29.006,-19.740286,31.306639,-1.96549,-16.90031,-6.465362,-11.423876,0.7850178,-7.948412,-15.093842,12.596918,-10.8318,0.07767445,0.1749639096467391,happy
-320.28717,15.395508,-21.356718,31.553398,-6.2264013,-2.9983768,-9.427343,-16.74632,6.559501,-0.960809,-15.39307,16.9206,-8.866761,0.06774949,0.2221395251820388,happy
-334.70956,37.338886,-11.224917,18.786234,-15.108423,-1.1528844,-3.773724,-21.469158,-12.404359,3.753174,-16.703974,14.2176895,-8.056528,0.064096384,0.20791015625,happy
-321.5072,30.932888,-10.757023,27.981287,1.1689762,-12.705797,-7.797403,-9.127865,-1.7237437,-2.8008568,-11.549139,12.105907,-8.283343,0.07070285,0.1901829217069892,happy
-295.78894,30.270203,-14.015357,25.78096,-1.6093575,-10.971112,-5.3600106,-10.398627,-6.607226,-0.05508858,-13.507363,9.287304,-7.2241616,0.081385784,0.1985321044921875,happy
-313.73,50.580166,-11.870915,17.188326,-26.146519,-8.637394,1.6332533,-14.290217,-7.6302524,-1.1989464,-17.952112,15.409962,-11.084552,0.06938587,0.1477238581730769,happy
-311.92816,46.958614,-15.5231,20.551134,-17.615616,-7.4689546,-3.0217035,-14.723868,-15.44012,0.11089742,-18.572344,11.132356,-4.7205076,0.07366537,0.1575827205882353,happy
-311.35544,37.030403,-20.039371,14.596241,-14.787853,-5.0753975,-5.6886954,-16.118965,-7.1578994,4.545731,-11.480702,10.402998,-13.412622,0.07594025,0.1938592819940476,happy
-288.09106,39.17595,-27.275425,11.494046,0.96213406,-19.640347,-6.5588803,-14.387043,-3.0456593,2.3417594,-17.202742,8.8951,-8.191154,0.07677358,0.1585133272058823,happy
-303.53848,44.985374,-14.104879,26.24794,2.0757356,-14.979418,-8.192743,-12.083449,-6.8898177,-0.9372291,-18.51427,10.929687,-7.5355105,0.07550564,0.1423367905890804,happy
-296.40274,39.04301,-14.618159,28.138998,6.7846546,-17.177464,-4.6799507,-15.494508,-11.031119,-2.5539973,-19.444128,9.175578,-10.777425,0.08916056,0.1585795084635416,happy
-346.4313,27.422163,-5.023601,22.407629,2.9661586,-10.467539,-6.4856315,-8.179248,-10.678449,-1.2249386,-18.55708,6.9232483,-5.959698,0.047962062,0.2147814162234042,happy
-319.16348,42.214264,-18.565596,11.20403,-1.8876562,-6.3509674,-8.785563,-9.546511,-6.4135423,1.6078115,-17.913004,4.3482056,-4.4191775,0.06772763,0.1899922688802083,happy
-366.4408,19.31006,-20.576555,38.372623,-0.90972626,-8.573286,-0.2402111,-12.962454,-2.4832623,-1.8552257,-15.120509,9.760683,-5.194043,0.042256374,0.1986407844387755,happy
-300.73453,40.165157,-12.116319,32.612526,-0.22515742,-14.076353,-4.779656,-14.655468,-10.363861,-7.443684,-20.20933,9.827942,-12.851237,0.08418053,0.147519066220238,happy
-313.1156,36.532604,-20.462551,25.797955,-7.3821106,-12.728918,-10.621095,-18.95943,2.2263427,-6.531568,-16.701586,9.716859,-9.64546,0.07447241,0.1636884973404255,happy
-315.44556,40.07182,-9.7786455,32.232697,2.2586923,-3.761478,-8.52557,-18.438812,-6.3760967,-5.293381,-22.80053,12.04193,-11.8185625,0.0729673,0.1613132642663043,happy
-304.304,39.20662,-25.234806,23.479397,-5.5279613,-11.378218,-6.630691,-18.79492,-0.12785436,-4.8772316,-17.440283,9.60444,-10.231959,0.08498527,0.1472479637632978,happy
-304.53317,44.2023,-14.955562,19.04987,-9.976567,-4.445774,-7.921334,-19.620008,-6.6427016,-1.4886779,-19.245749,13.856327,-11.146178,0.08164876,0.164294056056701,happy
-316.83276,45.043335,-15.227361,24.46164,-5.382772,-4.1710515,-8.635385,-21.74669,-5.4838295,-2.0669947,-23.424746,12.318273,-14.2809305,0.08565169,0.1546667850378787,happy
-328.37827,31.57336,-13.747377,28.404911,-5.184065,-1.3269544,-3.8676186,-19.641104,-3.9154828,3.0624058,-10.923573,15.927145,-9.963638,0.07076218,0.2052694104381443,happy
-301.1926,42.81768,-18.74831,11.801903,-10.544152,-4.1828985,-5.6462326,-16.092424,-4.34039,0.96949893,-19.642511,11.00156,-10.928621,0.07990572,0.1860568576388888,happy
-313.16595,28.584036,-25.057154,15.414152,-11.969515,-8.027688,-4.3414264,-17.508596,-1.1174107,-0.49561283,-13.851877,12.329077,-12.863721,0.080224186,0.2181911892361111,happy
-309.86288,20.944769,-23.964697,28.996582,-12.247161,-1.9748392,-7.885723,-13.983769,-2.7865336,3.4529138,-18.280907,10.073545,-8.048805,0.062374048,0.2219287109375,happy
-286.9251,33.618977,-8.764767,17.18096,-1.985745,-9.625134,-8.801501,-15.146738,-0.3353962,0.08658495,-19.806915,11.090523,-9.893476,0.08341425,0.2164588341346154,happy
-312.20416,26.50657,-16.889277,20.239307,-11.243775,-13.399988,-4.551065,-20.297426,-4.293482,0.06915223,-15.373661,13.454676,-10.132502,0.0755898,0.2461521314538043,happy
-331.23428,14.292676,-7.236632,26.892815,-7.292367,1.0267465,-8.694261,-12.673236,-2.3474996,0.5356394,-15.511118,10.968859,-4.1798005,0.06698524,0.2747412109375,happy
-334.2236,16.099148,7.3110294,36.650787,2.1331625,-8.769256,-2.759136,-7.784066,-10.515299,-4.545271,-17.646507,11.326176,-9.950423,0.057651166,0.2853266877948113,happy
-327.05115,31.9174,-15.13685,7.8491135,-7.5624204,-9.449888,-4.094218,-15.643145,-8.888274,3.3636727,-18.586933,10.192382,-8.661392,0.054758895,0.2337660200140449,happy
-297.85583,26.766224,-13.329115,18.826345,-1.0045428,-7.3461757,-6.868818,-7.090647,-4.3121276,0.06344643,-13.952106,8.922352,-4.5971055,0.07355044,0.2139039398521505,happy
-262.2868,40.273052,-21.655457,9.53741,-20.110315,-9.945829,-3.5538375,-15.089534,-7.2527165,-1.1589705,-17.11948,10.75461,-11.712843,0.092013866,0.2056599069148936,happy
-293.85648,42.687927,-16.005198,18.241564,-24.048515,-6.2013535,0.68445635,-18.46613,-7.5287766,0.8184231,-17.50057,11.376208,-10.701749,0.07861254,0.1949259440104166,happy
-311.5552,19.625572,-14.058108,35.40893,-8.17465,-7.22154,-10.112668,-11.985417,-2.7206478,-8.131747,-13.008868,13.305719,-10.495797,0.06750411,0.2343145940721649,happy
-320.79773,17.307938,-18.955872,29.402561,-11.319997,-1.4531072,-11.3614,-15.956251,4.3771195,-4.8004317,-14.588883,13.873259,-7.512695,0.067859195,0.2350556344696969,happy
-299.5266,33.104393,-17.074644,29.759226,-16.627249,-9.423291,-9.118137,-20.35842,1.0137469,-3.9165964,-14.905898,14.541042,-7.7524467,0.08039409,0.2010485197368421,happy
-316.08224,8.967426,-15.665758,27.981953,-11.557183,-4.050259,-7.0149937,-12.4835,-6.7678137,-1.1550643,-12.288611,8.296082,-4.5363083,0.06053361,0.2477300116356383,happy
-336.47653,23.475351,-12.553456,9.635477,-0.23721261,-8.634528,-5.8365297,-10.069566,-10.165978,5.742706,-13.293673,3.2146106,-3.1479688,0.053777285,0.2696803042763158,happy
-336.18372,33.13485,-7.1450725,14.453666,-4.975301,-6.240835,-3.8552468,-14.11373,-3.8326883,2.3089826,-14.368335,11.624114,-9.325369,0.062163554,0.2424951171875,happy
-335.50342,19.414824,-8.918452,26.479498,0.48250496,-1.8576046,-9.102513,-15.915325,-5.484052,-4.558769,-18.870293,14.852967,-11.284237,0.05695801,0.2705775669642857,happy
-304.91885,33.197643,-19.66838,6.8037148,-6.5075912,-8.845908,-4.481519,-18.433044,0.26643813,-1.119688,-16.116528,12.541,-12.384375,0.07845994,0.2310879107603092,happy
-330.08932,28.227242,-6.721018,16.409403,-3.0770545,-8.934049,-3.5012991,-15.897286,-4.5555143,-0.8339672,-14.251858,7.6813,-9.476131,0.06678954,0.298486328125,happy
-335.2829,26.353361,-12.228081,9.906418,-3.952942,-10.231755,-2.3032753,-15.483761,-6.725248,2.270008,-10.888276,5.6543493,-11.2365885,0.054754313,0.2426364942528735,happy
-340.7473,8.351838,-13.200482,23.722784,-9.784848,-1.261306,-5.5752635,-12.601873,1.1122067,-2.700087,-10.890049,7.9293156,-7.169126,0.060684994,0.2914892578125,happy
-328.43076,33.325134,-19.93658,15.457601,-8.804922,-7.7597494,-11.139845,-18.009499,-8.573442,2.322324,-21.193405,12.120878,-5.1928263,0.049771775,0.194975353422619,happy
-367.1453,18.947609,-11.193008,25.201422,-2.8013732,-10.875567,-6.957369,-10.780797,-4.1010013,-4.338141,-10.768879,12.047485,-7.5953193,0.03984849,0.2297871907552083,happy
-311.04077,36.656418,-20.824041,17.46802,-8.679511,-2.8544405,-6.178858,-14.254291,1.0712532,-3.5208642,-13.643394,14.219525,-9.679695,0.06887583,0.2172950205176767,happy
-362.4863,27.235281,-6.4371123,32.33312,-1.3767228,-8.202118,-2.4264076,-10.074551,-1.0538102,-2.2192492,-12.415844,12.634651,-7.447887,0.05936698,0.1968137051196808,happy
-341.55328,27.369423,-4.0101166,34.08012,-1.3561395,-5.522899,-5.9042096,-12.95073,-8.192684,-7.20878,-13.592275,11.141048,-12.554815,0.061022148,0.1737467447916666,happy
-292.25995,39.241684,-18.91749,17.318382,-14.385911,-9.429109,-0.39710143,-18.91245,-0.3762681,1.1730549,-17.895294,12.979584,-10.841703,0.07956243,0.1896535773026315,happy
-339.71603,39.89163,-12.923689,26.206356,-2.522516,-15.49675,-11.969431,-16.923176,-6.479598,-4.342865,-19.032951,9.136247,-7.6218567,0.056042057,0.1781395445478723,happy
-353.69067,45.066647,-25.254059,21.786732,-0.26870823,-14.213747,-11.894573,-23.081142,-7.189198,3.279478,-22.613503,11.055024,-4.7517576,0.038981244,0.1785500919117647,happy
-310.31406,42.949493,-20.145273,18.592983,-12.607346,-4.5469227,-0.9695968,-18.814835,-1.9905003,0.58687115,-13.374924,8.722286,-9.929343,0.0781446,0.1973085508241758,happy
-337.9212,34.336483,-14.936171,17.045994,-8.180638,-4.5626507,-3.6988857,-21.273712,-3.0999982,-1.2467307,-14.628945,11.166679,-12.594967,0.06886095,0.1982110206117021,happy
-314.65475,32.398457,-17.386385,22.672281,-0.30310646,-4.3602085,-1.6190143,-15.001279,2.2405994,0.3502601,-16.376162,10.27324,-12.360972,0.072644405,0.1842854817708333,happy
-371.93323,26.591192,-13.573922,22.304106,-1.8074536,-7.13961,-8.256995,-9.012374,-3.2673318,-0.35615966,-12.191695,10.808072,-6.1034746,0.035090238,0.2127408114346591,happy
-299.9292,41.420853,-19.377726,18.059135,-8.612207,-8.150542,-4.4906926,-15.230265,3.9883232,-2.0105674,-14.439601,11.520945,-11.5896635,0.078401074,0.1779536033163265,happy
-309.52713,42.996872,-5.137364,21.954615,5.202171,-4.710853,-1.4769806,-14.530214,-5.808016,1.3127762,-18.071264,3.0837483,-5.427687,0.0751261,0.1620644755747126,happy
-307.72583,39.124706,-7.0604696,28.306488,-10.4027,-4.2917295,-4.0934787,-15.062013,-7.047709,-8.337085,-18.79004,13.803333,-11.33535,0.074366696,0.1932912427325581,happy
-356.0938,21.61182,-10.296816,12.441583,-3.6384087,-5.7628694,-2.9450445,-10.2584,-5.4421964,4.013727,-13.909234,9.988434,-8.12083,0.04231239,0.2207560711596385,happy
-314.12952,43.377247,-19.40089,22.70782,3.730386,-5.473369,-11.558491,-19.55011,4.6951637,-2.3795304,-22.982117,12.627469,-9.006871,0.069279,0.1951314518960674,happy
-346.3342,41.708717,-11.818631,15.342274,-0.39631373,-8.500053,-0.21605138,-15.739659,-6.6688857,4.394209,-15.607677,6.612983,-10.9853945,0.05359855,0.1553101898521505,happy
-317.66086,24.30873,-5.1979837,18.249111,-4.4531736,-10.197312,-4.2673817,-12.012893,-6.8687453,-1.1536827,-16.516882,13.603475,-8.073055,0.068850614,0.2487715871710526,happy
-345.51947,38.71778,-15.440873,33.752796,-10.01187,-9.624234,-3.6982143,-18.13361,-5.3989134,-1.0997556,-18.226171,16.433407,-10.76799,0.057183843,0.1844944629854369,happy
-331.4706,35.46713,-10.301461,22.964125,-9.506921,-2.5482426,-2.8339303,-17.58371,-6.344431,-1.8743958,-15.796145,14.744236,-10.851729,0.071187876,0.1967112223307291,happy
-313.42245,45.375908,-20.540403,22.470877,-5.6349034,-14.746371,-7.425799,-15.083032,-1.8101045,-1.4896969,-17.570164,13.205265,-15.011573,0.062445525,0.1509827958776596,happy
-333.14578,43.675888,-13.461682,13.668331,-15.164548,-6.9637575,-2.4219568,-12.777406,-4.6441565,-0.37750342,-14.617868,10.121347,-8.553702,0.068866946,0.1764849494485294,happy
-328.9639,37.39619,-15.590041,23.083603,-17.211647,-5.4034915,5.2094164,-16.349194,3.2355158,-1.8442507,-12.767847,9.9325905,-11.39272,0.06844527,0.186446844362745,happy
