chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,emotion
0.46043476,0.756518,0.58993274,0.3766228,0.35813063,0.43316635,0.3742243,0.33437368,0.39169988,0.35195017,0.32815763,0.33090436,female_fear
0.51629966,0.67877126,0.64844817,0.41732094,0.3450151,0.28401187,0.2584429,0.25301877,0.36432865,0.42701238,0.3957471,0.42884007,female_fear
0.38314378,0.43285415,0.7190551,0.74107575,0.43348503,0.38619897,0.3580886,0.2916884,0.2746112,0.38636273,0.46598646,0.38686657,female_fear
0.3692994,0.4734816,0.54099977,0.525668,0.353625,0.23645924,0.20687062,0.21839742,0.2557951,0.35532373,0.41611972,0.3373981,female_fear
0.5144866,0.7580453,0.6883708,0.5017741,0.4752709,0.49138483,0.41449836,0.36781487,0.44851193,0.4632518,0.4692796,0.45096058,female_fear
0.41328847,0.55408967,0.6701368,0.553462,0.33707222,0.24800268,0.24680388,0.2661436,0.28354096,0.40847182,0.4879502,0.40972784,female_fear
0.51519954,0.73172224,0.62194383,0.41082072,0.34177452,0.31409952,0.25984603,0.24685927,0.38059384,0.39080307,0.3676111,0.40337777,female_fear
0.3751401,0.49505353,0.7035074,0.6430127,0.37687728,0.29781243,0.27826896,0.24866243,0.28899518,0.43643293,0.46484685,0.3990527,female_fear
0.6072214,0.6926756,0.69036925,0.55034083,0.4881044,0.5235461,0.48421654,0.41495043,0.41673476,0.4690494,0.4728659,0.47791925,female_fear
0.50671554,0.6572307,0.66384304,0.4226557,0.32589135,0.3473895,0.35988337,0.34892833,0.41299704,0.40496087,0.36914086,0.39956605,female_fear
0.49503064,0.6343242,0.56920904,0.40210602,0.33282733,0.29717764,0.22292702,0.25629437,0.32779118,0.31288385,0.2609947,0.3153324,female_fear
0.43750715,0.6237911,0.71667457,0.52569515,0.3452676,0.28468212,0.27473408,0.251365,0.26355243,0.34669682,0.34660393,0.38324386,female_fear
0.3655815,0.57641035,0.74716395,0.47545618,0.28012195,0.27765945,0.2652509,0.22705501,0.27269223,0.3560625,0.29190448,0.29812598,female_fear
0.36760214,0.5341807,0.75281066,0.5680186,0.39614484,0.30400547,0.29472157,0.28417322,0.3436309,0.4226246,0.42203543,0.3751483,female_fear
0.43256584,0.75316644,0.6163159,0.33424,0.26664507,0.3040995,0.28041884,0.2147294,0.32550246,0.3554103,0.31660616,0.32255432,female_fear
0.47616184,0.6623427,0.7069013,0.5061616,0.40065762,0.36396983,0.34667525,0.3110101,0.3783649,0.45117423,0.44309074,0.42827937,female_fear
0.30335543,0.37932047,0.6376375,0.7366797,0.4691066,0.37516814,0.30963326,0.25341865,0.25761673,0.3737123,0.4445622,0.3437266,female_fear
0.63399106,0.7588253,0.5400177,0.34508845,0.27689224,0.28734565,0.281296,0.2926973,0.35475904,0.32904062,0.3255121,0.44428855,female_fear
0.27715057,0.32732308,0.5800684,0.6782438,0.53126127,0.3550389,0.24706087,0.20597681,0.23591004,0.32176572,0.3661275,0.30918348,female_fear
0.5932984,0.6948936,0.41040286,0.27331692,0.255891,0.27787444,0.2175968,0.23889795,0.33475068,0.31334645,0.3654424,0.3725062,female_fear
0.56756854,0.7334614,0.55024934,0.38140145,0.3809321,0.44105184,0.37770784,0.3398621,0.43670404,0.39651406,0.36080912,0.39904585,female_fear
0.59649897,0.7112664,0.5163259,0.36510873,0.33907938,0.32417905,0.28934506,0.27087224,0.34169784,0.32155773,0.37784943,0.45318422,female_fear
0.58731,0.8723563,0.566267,0.32924107,0.2620087,0.2720434,0.23173045,0.24469502,0.37387723,0.3333917,0.3247049,0.33657607,female_fear
0.34082568,0.35696474,0.495359,0.6358431,0.6094738,0.40275973,0.32734078,0.26239088,0.24333549,0.28440753,0.35845223,0.39898637,female_fear
0.3670281,0.66832495,0.76480913,0.4566255,0.2831245,0.2585263,0.27325705,0.22631559,0.26206112,0.35416538,0.3093423,0.27453968,female_fear
0.48070818,0.69112647,0.6785831,0.44369134,0.36775467,0.3787745,0.32657963,0.27883,0.34175307,0.40831783,0.363189,0.39735925,female_fear
0.2831776,0.3863535,0.50692236,0.57993704,0.60286224,0.347539,0.18789656,0.1691671,0.21869665,0.23394585,0.29341394,0.31522536,female_fear
0.658281,0.723069,0.53728056,0.33250353,0.26909927,0.28197917,0.29867378,0.30405435,0.34354603,0.4007727,0.4229147,0.48632297,female_fear
0.40609175,0.47817713,0.67627627,0.53601015,0.29201782,0.21315293,0.21413234,0.19010085,0.1761062,0.2980632,0.30438372,0.26987866,female_fear
0.46062142,0.6221777,0.6098981,0.4152257,0.33665186,0.35150263,0.34999898,0.3029589,0.32346213,0.3650109,0.37328878,0.4003283,female_fear
0.49910957,0.47536027,0.5017164,0.56867105,0.6821848,0.63497144,0.4914089,0.42311856,0.43535367,0.44358343,0.49797773,0.5424725,female_surprise
0.42676634,0.43452358,0.4647838,0.4957948,0.5800044,0.6794198,0.6616971,0.52349925,0.4365286,0.44217202,0.48947278,0.4797762,female_surprise
0.46304557,0.46220338,0.4805948,0.5139764,0.5145318,0.6355807,0.6984113,0.59206516,0.41535693,0.40680346,0.44113505,0.46159077,female_surprise
0.552324,0.5534773,0.53442067,0.5290273,0.61468524,0.7444309,0.6871442,0.547416,0.5030466,0.49536756,0.5012459,0.524449,female_surprise
0.37230372,0.37195948,0.43824404,0.4685463,0.42525005,0.4245027,0.4343458,0.55756986,0.54033935,0.38276395,0.3153746,0.3435665,female_surprise
0.41260436,0.4313144,0.45833772,0.47410756,0.47146055,0.56850433,0.6154533,0.5381534,0.46430507,0.42562732,0.4492778,0.44747525,female_surprise
0.5298389,0.48722267,0.5063835,0.5702421,0.59420633,0.629984,0.58516014,0.51875955,0.47684473,0.43229002,0.46415147,0.5038156,female_surprise
0.36635417,0.3813921,0.44304645,0.42936528,0.3867252,0.36917606,0.43206874,0.55603904,0.46629256,0.41703594,0.39531666,0.37368414,female_surprise
0.418517,0.430088,0.4841227,0.54780537,0.6190255,0.6308081,0.50516695,0.38986784,0.3677981,0.3858743,0.41604143,0.4041523,female_surprise
0.4766074,0.5192689,0.53857106,0.4895843,0.45590457,0.55744034,0.6457237,0.5439451,0.44645378,0.459124,0.5135146,0.5270964,female_surprise
0.44988874,0.48930988,0.5460516,0.5245182,0.4937594,0.537022,0.6832717,0.5823075,0.44380364,0.44533554,0.5244566,0.5188837,female_surprise
0.35828465,0.36347973,0.4018445,0.454526,0.45303997,0.43848372,0.42892346,0.5244309,0.5663817,0.49544606,0.40268934,0.35220867,female_surprise
0.44612053,0.46022147,0.5129348,0.48479503,0.49688858,0.5993415,0.6433509,0.58335316,0.5159394,0.48231494,0.4903257,0.4998376,female_surprise
0.39875317,0.47002044,0.45872945,0.42964312,0.48032162,0.62616736,0.69935834,0.5183603,0.40895757,0.45104274,0.46070233,0.41314512,female_surprise
0.47221076,0.42730632,0.46131307,0.50502765,0.64285934,0.6414013,0.5296859,0.47496083,0.47393578,0.4325249,0.42534563,0.44966444,female_surprise
0.49610707,0.52314144,0.5146286,0.511346,0.5170281,0.59799707,0.67733794,0.59435785,0.5068122,0.48548993,0.5190026,0.52212363,female_surprise
0.4182921,0.41510686,0.43738827,0.4772488,0.5396419,0.6684544,0.6105385,0.49925342,0.44847485,0.41708708,0.40188995,0.39882454,female_surprise
0.42812544,0.45165914,0.5341624,0.54094577,0.5425796,0.6241246,0.63876224,0.5470679,0.42433423,0.43808296,0.46852264,0.47298563,female_surprise
0.46578717,0.51618344,0.534759,0.5044735,0.55837923,0.62592584,0.6734137,0.604208,0.5289106,0.46245837,0.46930745,0.45911375,female_surprise
0.49295264,0.51993424,0.53111565,0.5105048,0.56035465,0.66687626,0.6227881,0.53884333,0.4971958,0.5062111,0.49715328,0.49148563,female_surprise
0.4634946,0.45247984,0.45577967,0.4984918,0.49416134,0.5586832,0.62844694,0.55173,0.50435185,0.48953745,0.5057027,0.5087817,female_surprise
0.41790608,0.39622715,0.42748198,0.449693,0.46912628,0.51275015,0.5971886,0.62176263,0.5489847,0.45877492,0.4582744,0.48428017,female_surprise
0.43305784,0.42600846,0.46304098,0.5211259,0.54333115,0.60999614,0.6804812,0.60430324,0.45709738,0.36180085,0.3898483,0.454053,female_surprise
0.4374702,0.5053927,0.52102077,0.52807146,0.5517281,0.59387594,0.5992442,0.56277317,0.49097815,0.4546814,0.42837828,0.40411097,female_surprise
0.43748838,0.44690645,0.4367662,0.46634048,0.46130598,0.5535819,0.5649177,0.5482631,0.5399486,0.44368687,0.4250469,0.41951597,female_surprise
0.39998925,0.43094647,0.45398608,0.45932612,0.51210684,0.5820045,0.613808,0.5680156,0.48588774,0.46338096,0.48047715,0.4458455,female_surprise
0.42682302,0.46597898,0.4553251,0.50227165,0.5851125,0.66878474,0.61920977,0.45435062,0.41652444,0.44414735,0.45739144,0.39724353,female_surprise
0.42625907,0.41400856,0.41581133,0.42034084,0.45878184,0.60565376,0.6146752,0.5427888,0.4493306,0.39433348,0.44718382,0.4447024,female_surprise
0.42678618,0.40672234,0.4027309,0.44714373,0.4824788,0.50739706,0.55153304,0.55556387,0.5281547,0.4359139,0.4048464,0.40682134,female_surprise
0.43668985,0.48489106,0.5564043,0.53672034,0.554692,0.6071484,0.68733126,0.58911324,0.46048394,0.3803038,0.39588925,0.40259966,female_surprise
0.3685498,0.39599282,0.47804347,0.48228315,0.4820496,0.54095495,0.5849561,0.59779465,0.4798687,0.40256092,0.39371705,0.38012078,female_surprise
0.48436075,0.53069526,0.5325494,0.5226423,0.5441748,0.6175371,0.685552,0.62209994,0.5144671,0.46642494,0.4699256,0.48785925,female_surprise
0.43670508,0.42486987,0.43364504,0.4536436,0.43065414,0.49021888,0.6172534,0.5743623,0.47509232,0.44491637,0.4612304,0.4764267,female_surprise
0.41298053,0.41163644,0.45597154,0.41949344,0.3913202,0.42435637,0.55301017,0.64677924,0.55848444,0.44877258,0.43593773,0.44065222,female_surprise
0.37364182,0.43368486,0.4606759,0.46664274,0.44727078,0.5320221,0.6016213,0.55114686,0.45015666,0.39800572,0.4218526,0.39008045,female_surprise
0.36146674,0.36079594,0.3577403,0.4011575,0.48166126,0.5861169,0.5832982,0.5276683,0.46543103,0.47113946,0.42649755,0.38953122,female_surprise
0.33653829,0.43795717,0.46612394,0.4288619,0.47130176,0.539367,0.61617976,0.49905813,0.3714519,0.3150846,0.3380753,0.32948452,female_surprise
0.41378796,0.43973118,0.45912778,0.42352337,0.4509188,0.51128316,0.56873643,0.5430532,0.48383418,0.4089426,0.46618864,0.46884224,female_surprise
0.41692287,0.33900765,0.37655118,0.4294117,0.4154682,0.47372982,0.4998146,0.5746936,0.59640384,0.46951887,0.45462754,0.47882965,female_surprise
0.441468,0.45561093,0.5130606,0.5452361,0.5187944,0.563932,0.61859196,0.6071197,0.5924875,0.49705365,0.44522834,0.43410635,female_surprise
0.5159577,0.4971585,0.5363243,0.5059579,0.46631497,0.49564695,0.5921298,0.6827474,0.5740185,0.44145906,0.46813664,0.5403821,female_surprise
0.43159705,0.48506886,0.45914873,0.45337036,0.46676975,0.507393,0.5820374,0.51788944,0.4581372,0.4860158,0.47102308,0.442719,female_surprise
0.46895137,0.5140714,0.49529758,0.5427175,0.5734973,0.6295503,0.6351369,0.5292612,0.52356434,0.4729177,0.4810235,0.46342942,female_surprise
0.42071155,0.4360275,0.43410313,0.4445894,0.433008,0.5001254,0.61943024,0.59479094,0.49950892,0.40936023,0.4279411,0.43156743,female_surprise
0.41792873,0.43775928,0.44328398,0.4557979,0.4991968,0.5009024,0.54757446,0.5547982,0.46963435,0.4108471,0.4360054,0.4395024,female_surprise
0.4743191,0.47831178,0.44719318,0.45291734,0.48434797,0.59942603,0.70772535,0.642448,0.5126375,0.44572502,0.4856066,0.49429813,female_surprise
0.43703344,0.46332842,0.46828422,0.45139477,0.490519,0.6350113,0.68203187,0.61549234,0.52169013,0.45703453,0.44966918,0.45563772,female_surprise
0.35792404,0.4137154,0.4540947,0.49969882,0.5014585,0.5878679,0.62555414,0.5427747,0.48986942,0.38938203,0.37708238,0.35745478,female_surprise
0.44913024,0.41755864,0.43042192,0.46971795,0.53459316,0.6268438,0.58224297,0.54199487,0.46308658,0.4207439,0.38800606,0.44686893,female_surprise
0.34979758,0.37593338,0.39551163,0.38065657,0.4364291,0.54950076,0.6513249,0.66953355,0.5178693,0.41819578,0.39750597,0.38967922,female_surprise
0.4173934,0.4137993,0.37217385,0.40031454,0.4766433,0.5200026,0.5146471,0.4582741,0.45271793,0.42443871,0.36924016,0.37113047,female_surprise
0.43244252,0.45085877,0.4589209,0.45036355,0.5177296,0.6403649,0.6511273,0.5328523,0.46017975,0.49435526,0.50311166,0.4388461,female_surprise
0.43327704,0.44354948,0.44785774,0.466372,0.47280324,0.490612,0.54826075,0.5241623,0.50921106,0.46149918,0.41803202,0.43168727,female_surprise
0.40915737,0.4207223,0.4312337,0.47283646,0.5869435,0.6935654,0.60817593,0.43422148,0.39071724,0.41502428,0.42353693,0.4184391,female_surprise
0.49972266,0.50952935,0.46371862,0.46660766,0.54687864,0.68483627,0.6718456,0.538124,0.49706224,0.50045806,0.52374023,0.4857624,female_surprise
0.5086572,0.45015368,0.396042,0.425772,0.48366845,0.59749186,0.5474092,0.45945498,0.4444829,0.5361542,0.5698763,0.5310658,female_surprise
0.50943786,0.4846116,0.49667454,0.5150848,0.5879444,0.6335073,0.61807954,0.62360907,0.6130964,0.5692401,0.5781078,0.51653683,female_surprise
0.49630138,0.45265225,0.4576142,0.47450304,0.46945673,0.5183558,0.55969566,0.649414,0.5721949,0.47145316,0.4538982,0.48429722,female_surprise
0.53332925,0.4755173,0.49384063,0.50543225,0.53358024,0.6450485,0.65007406,0.55720496,0.499498,0.48091915,0.5277498,0.57245046,female_surprise
0.48882842,0.4681919,0.5052359,0.49145916,0.4759991,0.5007958,0.55441165,0.59419805,0.5529311,0.49860248,0.46130252,0.511317,female_surprise
0.4580261,0.5383373,0.49718153,0.46089116,0.4727811,0.5332576,0.64875686,0.5834614,0.47384888,0.41524425,0.4631741,0.46812904,female_surprise
0.47653782,0.47781584,0.46064928,0.47079375,0.51342654,0.6207146,0.6039693,0.5391201,0.4997427,0.48488876,0.51299936,0.5007246,female_surprise
0.4658906,0.4027219,0.37519014,0.38010517,0.42963228,0.6042392,0.64907086,0.5989444,0.47415975,0.38821757,0.36610708,0.3995008,female_surprise
0.35574412,0.35956883,0.40959772,0.45215786,0.46736282,0.4634283,0.45998773,0.49402165,0.49693483,0.5055199,0.4910727,0.41592544,female_surprise
0.36446193,0.44465044,0.49629584,0.4952281,0.4860305,0.50905764,0.5737325,0.56012064,0.53938836,0.47275135,0.44060925,0.39030018,female_surprise
0.42885613,0.43072328,0.51105,0.54555297,0.5596597,0.5817114,0.6144438,0.6278189,0.54644567,0.5094733,0.52922595,0.495498,female_surprise
0.34945717,0.3641163,0.3784433,0.4024985,0.45789757,0.504425,0.60126275,0.6095999,0.5494606,0.42208725,0.3708907,0.38225153,female_surprise
0.33386442,0.36613226,0.4276397,0.47177806,0.5007714,0.5639228,0.6274073,0.6195199,0.544342,0.45894116,0.42493615,0.34444976,female_surprise
0.37514284,0.3948175,0.40872276,0.40500176,0.37719908,0.4555678,0.57743853,0.62770665,0.55126643,0.41732877,0.39075488,0.39015174,female_surprise
0.39968944,0.39883715,0.43227357,0.4695181,0.44563976,0.49697322,0.60054797,0.5721334,0.4966153,0.40733525,0.38280067,0.4053612,female_surprise
0.43266612,0.44930246,0.4608129,0.45865926,0.5352999,0.6091748,0.5615036,0.47979572,0.43717515,0.41241404,0.41237402,0.42117232,female_surprise
0.40837082,0.4059479,0.40930435,0.4182203,0.41327274,0.46883705,0.5620754,0.5911003,0.6321704,0.5968259,0.52614814,0.47536892,female_surprise
0.40039593,0.4190126,0.43233743,0.42505646,0.45752707,0.4845424,0.58239955,0.63833964,0.61004746,0.5260922,0.45292988,0.4307002,female_surprise
0.3823621,0.38665304,0.46781442,0.5074565,0.51805663,0.5434889,0.58759284,0.6671797,0.5904318,0.4879275,0.3980934,0.3871018,female_surprise
0.4550763,0.44171917,0.44581625,0.50105184,0.52529615,0.53146553,0.5527325,0.59154785,0.60638714,0.51327807,0.44219735,0.4545446,female_surprise
0.5015939,0.52734804,0.5023589,0.49836132,0.50906897,0.5753631,0.63965094,0.5808731,0.530439,0.51678014,0.52503544,0.4913589,female_surprise
0.45605648,0.4534321,0.47085083,0.45409334,0.49254593,0.63085985,0.65036076,0.544232,0.47469378,0.45755678,0.4524584,0.45254993,female_surprise
0.40614167,0.41136676,0.4325248,0.4336713,0.45831928,0.51961744,0.5982439,0.60307556,0.576619,0.4922821,0.4114156,0.40369645,female_surprise
0.39944914,0.430727,0.4655446,0.48240542,0.5186394,0.57873076,0.5619408,0.5685249,0.5636972,0.5420627,0.48070315,0.43553022,female_surprise
0.37694085,0.3971861,0.45259202,0.48576424,0.495666,0.5346497,0.57179826,0.6041137,0.5707809,0.5346112,0.4880211,0.42637306,female_surprise
0.3898188,0.38042867,0.38936064,0.43552288,0.5417294,0.6331486,0.5683707,0.49110198,0.42971408,0.41361955,0.40150377,0.37161988,female_surprise
0.33449912,0.35514292,0.4060687,0.41965938,0.39499372,0.42999402,0.5068896,0.57380474,0.5628153,0.5078952,0.41808853,0.38277435,female_surprise
0.36080566,0.3578115,0.34633225,0.3756889,0.5072742,0.63149214,0.5758652,0.41072956,0.35646293,0.3940927,0.39447728,0.3619702,female_surprise
0.40641126,0.36261785,0.39259666,0.40944102,0.40257832,0.47458035,0.54081905,0.59118515,0.57250184,0.47944316,0.43783593,0.44281122,female_surprise
0.42334217,0.4072923,0.38504907,0.40852615,0.51918656,0.6331302,0.6354195,0.48243997,0.40218842,0.37646878,0.36313376,0.39002022,female_surprise
0.46172515,0.48696384,0.44614187,0.38480282,0.40323448,0.54332334,0.64619833,0.54746616,0.4130585,0.38281927,0.4290838,0.48801997,female_surprise
0.44615224,0.4855196,0.4875261,0.46291843,0.5136003,0.64091504,0.6280143,0.49276423,0.45657116,0.46909907,0.45674917,0.44580755,female_surprise
0.32176214,0.3332644,0.35943282,0.34888458,0.31915554,0.3425624,0.4316895,0.52565813,0.5387127,0.4745667,0.39785868,0.31331283,female_surprise
0.39967725,0.37872595,0.4063109,0.4066734,0.4482454,0.5100615,0.54614013,0.5848711,0.5570081,0.48541287,0.41351426,0.4294853,female_surprise
0.38847175,0.3640781,0.38563833,0.39557275,0.43998435,0.51629686,0.57104886,0.5579387,0.51541126,0.45956078,0.43322477,0.43132284,female_surprise
0.45001784,0.44316635,0.38000807,0.40311137,0.5075009,0.6150175,0.5962148,0.46543685,0.40673524,0.41240084,0.44103682,0.42087415,female_surprise
0.39255297,0.40184608,0.3864805,0.37510598,0.48713413,0.5547855,0.60216427,0.5735022,0.49365517,0.44108522,0.38631263,0.38917777,female_surprise
0.3568407,0.33826423,0.34260064,0.34024674,0.5006059,0.6334693,0.5584301,0.4374636,0.3660732,0.3817451,0.38296336,0.3700485,female_surprise
0.358223,0.36905667,0.40334558,0.41948724,0.5011834,0.55022854,0.5401198,0.58791333,0.56281626,0.5472695,0.461039,0.39285547,female_surprise
0.32908502,0.38371858,0.44616884,0.4228702,0.5018447,0.5202208,0.4632518,0.46052137,0.4168856,0.40448228,0.44629005,0.38341236,female_surprise
0.42759347,0.4128712,0.4814935,0.4360778,0.40559956,0.48235217,0.5839248,0.66114455,0.5299159,0.45011282,0.46389213,0.48273307,female_surprise
0.40784526,0.39132324,0.4513256,0.49703872,0.55723625,0.6388047,0.5348781,0.43090093,0.38751414,0.3863558,0.3999873,0.38228515,female_surprise
0.44588187,0.45172694,0.4160984,0.48965243,0.62443346,0.73653466,0.6175087,0.47306094,0.4731533,0.4502598,0.4363689,0.40021142,female_surprise
0.41780436,0.41523474,0.39135092,0.51286423,0.6741779,0.71081376,0.5767395,0.39971247,0.35794422,0.34138343,0.3545365,0.40948403,female_surprise
0.45079944,0.43132493,0.42050326,0.4482986,0.57492536,0.68699807,0.66577536,0.53186655,0.42584184,0.42445797,0.43284598,0.4728122,female_surprise
0.3653637,0.38174763,0.4158553,0.40466118,0.4829622,0.62793,0.6511429,0.5899295,0.5120249,0.49119356,0.5119793,0.4251446,female_surprise
0.3407143,0.36159727,0.369185,0.41078663,0.51412123,0.6341234,0.590625,0.50254285,0.41278645,0.37497932,0.38225386,0.37326562,female_surprise
0.464138,0.5153181,0.52341145,0.48494238,0.5102626,0.60581475,0.6629843,0.52313745,0.39885193,0.3389416,0.37003323,0.43332085,female_surprise
0.34956774,0.34131375,0.37526518,0.40440026,0.45235646,0.50510913,0.512171,0.55994827,0.5422249,0.49117017,0.4288866,0.38397345,female_surprise
0.32404536,0.35408992,0.41930726,0.48044816,0.6014043,0.58145005,0.50263286,0.38342062,0.36683056,0.33534715,0.3308336,0.34117973,female_surprise
0.30782765,0.32544717,0.32341164,0.34387386,0.4323321,0.48689583,0.47128668,0.4802184,0.5510522,0.5095849,0.39934054,0.34031278,female_surprise
0.43482557,0.44025463,0.50004405,0.45569932,0.48743957,0.56514746,0.61768687,0.5830668,0.4362004,0.35781533,0.37934637,0.4687572,female_surprise
0.43453208,0.45279083,0.44785678,0.42033032,0.44751024,0.6070661,0.7023958,0.59762776,0.44837356,0.41457283,0.434776,0.43847308,female_surprise
0.37795192,0.40965176,0.43354738,0.4095506,0.45826843,0.5610319,0.5877099,0.5176229,0.48820403,0.5327117,0.5759073,0.46672803,female_surprise
0.36080992,0.3830633,0.42578143,0.4484312,0.45080903,0.5515341,0.6612281,0.61987436,0.5601278,0.4779081,0.37937453,0.34838554,female_surprise
0.3920219,0.34440818,0.3399531,0.37287262,0.5102324,0.64598304,0.61795837,0.44696525,0.34494138,0.34162885,0.36152035,0.37977794,female_surprise
0.39433193,0.4373282,0.4787384,0.49024904,0.54161495,0.6355118,0.59523547,0.45168313,0.37551725,0.39137053,0.39016753,0.39314187,female_surprise
0.42175192,0.440568,0.4623445,0.42636532,0.48850882,0.6047215,0.69327956,0.6534753,0.44712403,0.38311028,0.414677,0.44401944,female_surprise
0.38313156,0.3682552,0.42418402,0.45316115,0.46564043,0.5421381,0.6045777,0.6248236,0.54783267,0.43933687,0.40697658,0.3970357,female_surprise
0.35868204,0.41375056,0.4090456,0.41666672,0.49489793,0.63543475,0.69539493,0.53351086,0.379663,0.37347254,0.3758087,0.35427725,female_surprise
0.4366464,0.44127595,0.4885505,0.47874278,0.4788824,0.5403514,0.6679949,0.625422,0.49376258,0.48652178,0.5200701,0.514307,female_surprise
0.44639853,0.44272104,0.4809538,0.4607313,0.4955963,0.5596331,0.5847557,0.5502683,0.58167744,0.6230015,0.6097814,0.53724706,female_surprise
0.3723098,0.43192267,0.45175377,0.47866428,0.5229043,0.6483514,0.64148504,0.49380067,0.4750671,0.45548847,0.39307463,0.36702004,female_surprise
0.5175081,0.51486903,0.45339668,0.4722939,0.5803783,0.70716137,0.67837256,0.5503875,0.5324424,0.50630873,0.5078502,0.49475798,female_surprise
0.38429397,0.48191866,0.54466045,0.4785696,0.44087788,0.5382796,0.62785107,0.5745138,0.4169903,0.4049582,0.48476294,0.44550455,female_surprise
0.4756541,0.47492716,0.45419645,0.46421325,0.49293685,0.59865487,0.6762346,0.6464527,0.5188255,0.4687466,0.460028,0.47050118,female_surprise
0.41429415,0.4575475,0.5154589,0.5633075,0.5918873,0.63491243,0.64313495,0.63747203,0.5540263,0.49725676,0.47834527,0.45898667,female_surprise
0.41068932,0.4704631,0.43604788,0.4094172,0.43930075,0.5805471,0.588286,0.5038029,0.4768145,0.49624735,0.43925595,0.39489922,female_surprise
0.5017991,0.52531374,0.5245425,0.46222454,0.50179684,0.55923456,0.6395843,0.64485973,0.49867037,0.499624,0.5325078,0.51554114,female_surprise
0.4904643,0.49760798,0.54160154,0.51097643,0.5036733,0.55983365,0.59672487,0.65992266,0.53363323,0.47302487,0.5274626,0.5275781,female_surprise
0.45142725,0.4486534,0.43512934,0.42404705,0.41073665,0.4954247,0.6075646,0.66151583,0.53114766,0.3936388,0.36557716,0.4056753,female_surprise
0.38940978,0.41385928,0.4265701,0.3798796,0.40807796,0.4815401,0.581744,0.61319244,0.5558247,0.4908262,0.46424016,0.39950472,female_surprise
0.41217026,0.44109657,0.5297256,0.50574493,0.5003751,0.56443065,0.6274909,0.60834974,0.45190224,0.42730153,0.47764635,0.46332684,female_surprise
0.44976947,0.4679159,0.43814635,0.4319967,0.52833444,0.58106,0.59098506,0.5334048,0.5695343,0.5470178,0.46961287,0.43839207,female_surprise
0.37153372,0.44714338,0.40521988,0.39392474,0.48402873,0.6246427,0.62617654,0.4876593,0.4578953,0.44911295,0.4236532,0.3527144,female_surprise
0.37124828,0.37849128,0.3960831,0.38025993,0.38304973,0.48911253,0.56729305,0.6283665,0.588069,0.41965684,0.35327348,0.38567895,female_surprise
0.4024291,0.4354873,0.48689082,0.42695254,0.42716533,0.511485,0.6284919,0.59106964,0.536087,0.46715915,0.40610817,0.42757046,female_surprise
0.39786872,0.43202132,0.4497255,0.42679548,0.53682667,0.5781583,0.6052566,0.5918175,0.52654433,0.47095922,0.4394885,0.41627923,female_surprise
0.36152256,0.4076168,0.46515784,0.43311694,0.40998736,0.5100511,0.61669546,0.6132276,0.53926295,0.4936822,0.48798174,0.42029375,female_surprise
0.36149547,0.35958633,0.407727,0.41483513,0.36821723,0.41990116,0.48515716,0.57928115,0.5419449,0.39355364,0.37454247,0.38627043,female_surprise
0.44764686,0.47627014,0.4413073,0.47079483,0.4475999,0.515199,0.5537924,0.50826854,0.49047974,0.43652287,0.44124815,0.42748967,female_surprise
0.33972135,0.38754848,0.357019,0.37390438,0.462703,0.60091585,0.5878921,0.43166453,0.3756991,0.3292083,0.33659184,0.32917845,female_surprise
0.45962614,0.50719553,0.44548452,0.4455405,0.53760904,0.63074803,0.6315037,0.4862125,0.4550101,0.45492297,0.44576702,0.42679217,female_surprise
0.3120865,0.35069275,0.3450911,0.37793136,0.4113334,0.5045946,0.5644247,0.46601012,0.39307278,0.32089067,0.30712843,0.31990486,female_surprise
0.3765468,0.39950177,0.4307022,0.39569798,0.3829487,0.4408399,0.5424519,0.6286682,0.5975827,0.5056282,0.4448408,0.4110259,female_surprise
0.43232888,0.45715827,0.39035752,0.3542685,0.41649917,0.51808566,0.6298252,0.51436573,0.39853355,0.39540368,0.44042748,0.43308952,female_surprise
0.4261575,0.49847534,0.4585066,0.43631086,0.5110726,0.6247256,0.68756217,0.55968434,0.45572105,0.47373542,0.4776402,0.4372482,female_surprise
0.50556505,0.48038512,0.5283563,0.5539123,0.60156816,0.6154236,0.5355598,0.50163645,0.4310381,0.39300647,0.4416797,0.4934953,female_surprise
0.3493435,0.40455768,0.4176145,0.45135266,0.5503791,0.5829292,0.61298156,0.544209,0.48553565,0.4791088,0.41502008,0.37021244,female_surprise
0.48912793,0.5318564,0.4654725,0.4511806,0.49257904,0.63221115,0.6945121,0.51020974,0.45362356,0.49210453,0.5299638,0.49764454,female_surprise
0.48756388,0.54441535,0.54065037,0.5657811,0.5288342,0.59054124,0.65447533,0.5606592,0.55060583,0.53113574,0.5088849,0.49385265,female_surprise
0.3813483,0.44237244,0.48612738,0.52200204,0.5759082,0.65332115,0.6849322,0.5832148,0.5249087,0.48512223,0.4362678,0.3997033,female_surprise
0.44613746,0.49253616,0.5194563,0.5072506,0.5432038,0.6740471,0.67453593,0.57311463,0.43348423,0.37218365,0.37456295,0.41668248,female_surprise
0.43999803,0.4599731,0.48330638,0.47655815,0.45436683,0.5948389,0.71173346,0.68749917,0.5511513,0.51287234,0.5404772,0.5069897,female_surprise
0.49786368,0.48198688,0.49411297,0.50793195,0.5804082,0.684443,0.6088526,0.48982927,0.48193702,0.5076713,0.5504436,0.5147362,female_surprise
