chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,emotion
0.7135874,0.7083812,0.71754336,0.7666211,0.8191547,0.7961659,0.7307134,0.72407067,0.7315735,0.7383002,0.74212193,0.72498614,male_happy
0.62391335,0.6104208,0.62034416,0.63447905,0.6267431,0.6266974,0.6534696,0.63577646,0.60570395,0.6011905,0.6290886,0.6590673,female_happy
0.7128095,0.70700794,0.7376306,0.71975154,0.7432802,0.7795321,0.7941749,0.7238083,0.70711905,0.718411,0.7327147,0.7342579,male_happy
0.68472385,0.62436885,0.6363054,0.63544077,0.62830126,0.68252164,0.70300597,0.6451597,0.63921636,0.66338885,0.76257795,0.782244,female_happy
0.6254935,0.62772566,0.6366777,0.6686874,0.6840204,0.6530148,0.6713796,0.68933356,0.7652344,0.80842835,0.75369287,0.6829716,male_happy
0.62397736,0.6260343,0.63162494,0.67464596,0.7460901,0.76578635,0.7079224,0.7068703,0.74090606,0.74152124,0.7378646,0.6900375,female_happy
0.5546923,0.577077,0.62370634,0.6486031,0.66843385,0.673144,0.6899956,0.7005664,0.6974736,0.6141666,0.54964006,0.54578435,male_happy
0.5934343,0.5678666,0.5930482,0.5609798,0.5615056,0.579289,0.6070215,0.62145144,0.59657466,0.61435866,0.64715505,0.63931787,female_happy
0.72455245,0.7323104,0.772037,0.74743265,0.7144366,0.72930056,0.7321627,0.6961791,0.71143883,0.7158655,0.73756385,0.7516584,male_happy
0.7128031,0.65526944,0.64711076,0.65056425,0.6380558,0.7136838,0.7548183,0.73231417,0.7554939,0.7135105,0.72741234,0.7217569,female_happy
0.4032069,0.42701948,0.45837277,0.4653488,0.50237054,0.50052226,0.54580826,0.59228873,0.5739645,0.5413026,0.48535946,0.44266883,male_happy
0.64763933,0.6741817,0.65577126,0.6267731,0.63133025,0.665059,0.6329356,0.6450121,0.6626073,0.66554475,0.67249805,0.68137056,female_happy
0.64861166,0.67455953,0.71973115,0.7682206,0.7843168,0.78552455,0.80754066,0.7525108,0.71484774,0.6708929,0.6479767,0.64013875,male_happy
0.7097371,0.6295116,0.58744115,0.59329164,0.61641395,0.646,0.58870995,0.56605947,0.6395043,0.67176294,0.7331747,0.7261603,female_happy
0.7735301,0.73200876,0.6807753,0.70804214,0.74213016,0.7594338,0.72208965,0.6665759,0.70038956,0.74767077,0.70856315,0.68190527,male_happy
0.63697463,0.60872036,0.6356887,0.6910857,0.7170314,0.73309106,0.7772195,0.7274659,0.7103323,0.67739135,0.6959615,0.6930814,female_happy
0.7623216,0.70121086,0.6466152,0.6238845,0.6622077,0.6951434,0.73040426,0.7402817,0.7494013,0.7579187,0.78854924,0.7869169,male_happy
0.6341066,0.6304581,0.6736698,0.6744378,0.6202784,0.59402823,0.5837709,0.6236898,0.7029194,0.7067897,0.6712747,0.6345468,female_happy
0.74780226,0.7408945,0.7176881,0.74902457,0.7795421,0.790271,0.76222825,0.70292664,0.7307623,0.752018,0.7457702,0.72855365,male_happy
0.6364291,0.61387515,0.64298445,0.64331836,0.6784814,0.6835463,0.69875216,0.6939582,0.63154507,0.61514866,0.6714364,0.6801688,female_happy
0.69514847,0.68486494,0.72154987,0.73852944,0.7736533,0.78190345,0.75009257,0.7187928,0.72764295,0.7405949,0.7656549,0.7564682,male_happy
0.46293297,0.48274598,0.5024742,0.50405115,0.49977088,0.51196927,0.5272845,0.49448746,0.4599526,0.43906936,0.4499776,0.47212955,female_happy
0.7021128,0.74843705,0.78218865,0.7599996,0.7531884,0.764787,0.7189534,0.68294054,0.697442,0.73686117,0.73969036,0.70868576,male_happy
0.5622942,0.504294,0.48182014,0.49273738,0.50072986,0.52752084,0.5677501,0.57320076,0.5485341,0.5474223,0.58607805,0.59021074,female_happy
0.6899611,0.72456676,0.7142749,0.70561427,0.7443497,0.760064,0.7392706,0.72417855,0.7293166,0.69368345,0.6562829,0.6810943,male_happy
0.64917344,0.6572311,0.6489867,0.6526105,0.6492352,0.642875,0.62003624,0.599107,0.6075311,0.6261606,0.68487036,0.67969805,female_happy
0.6224532,0.656333,0.7578747,0.7893401,0.8279803,0.8053148,0.7579293,0.7002282,0.685955,0.68674225,0.67502606,0.6727585,male_happy
0.47709027,0.4758389,0.511843,0.5104441,0.5549761,0.5804632,0.5507689,0.5441648,0.52540636,0.4831121,0.46366087,0.5023024,female_happy
0.6652577,0.6445337,0.6629971,0.6805875,0.67801213,0.70599455,0.7186292,0.6988499,0.72766435,0.75686544,0.7647318,0.7077309,male_happy
0.67901206,0.6623178,0.67290735,0.6832667,0.7150871,0.7595691,0.7590294,0.7330501,0.6941434,0.69384813,0.69599235,0.70543873,female_happy
0.55952346,0.59383017,0.6079351,0.6181113,0.6690131,0.6717048,0.6643856,0.6406759,0.6207846,0.58206594,0.55148727,0.5478518,male_happy
0.6472318,0.5755327,0.55248356,0.58558494,0.553086,0.5238036,0.57022697,0.5865391,0.6381528,0.5952169,0.5764515,0.62631845,female_happy
0.6638617,0.69533944,0.7352162,0.70724475,0.73897463,0.76027405,0.7539059,0.7149053,0.67053616,0.6478243,0.70051485,0.69840944,male_happy
0.5752684,0.54514074,0.5167728,0.5051605,0.541131,0.57041276,0.57223696,0.61117935,0.5750419,0.5429643,0.5864691,0.5846598,female_happy
0.65892065,0.69467866,0.6759493,0.6530234,0.6644032,0.6371623,0.5983241,0.61452585,0.6793724,0.6132537,0.5592787,0.59570545,male_happy
0.5550366,0.5310481,0.51351047,0.5104033,0.54003155,0.5699649,0.5909011,0.62431985,0.6106518,0.5533794,0.55823565,0.5538091,female_happy
0.67090416,0.72393906,0.71000457,0.67052156,0.67510635,0.69652385,0.672939,0.6772982,0.6602628,0.647143,0.6574585,0.6757534,male_happy
0.47903156,0.46082225,0.52345,0.5694202,0.5351394,0.5481738,0.5262948,0.47715634,0.53838706,0.62466776,0.6600926,0.5532297,female_happy
0.68107665,0.69058967,0.6620757,0.660245,0.60493016,0.5863329,0.6295188,0.61197704,0.67469937,0.70658237,0.67805135,0.64507824,male_happy
0.6022142,0.5847466,0.61597234,0.6421776,0.62449336,0.6401618,0.66334313,0.67120856,0.66387594,0.6408411,0.6378246,0.6486042,female_happy
0.6169716,0.5552644,0.5075139,0.5161034,0.5876325,0.65847373,0.66480684,0.6739064,0.6725485,0.633995,0.6134073,0.62420166,male_happy
0.4959621,0.4817618,0.47845295,0.4962673,0.55404925,0.58103746,0.65510345,0.7013316,0.71309644,0.6898945,0.6027232,0.5420188,female_happy
0.6519075,0.6843368,0.6846943,0.723484,0.73837113,0.7213695,0.6774172,0.63854194,0.6204514,0.64082515,0.6485474,0.62591296,male_happy
0.66632897,0.6297944,0.63344896,0.6460891,0.67444944,0.7198737,0.7355509,0.6719229,0.64888954,0.6426952,0.63557273,0.70565,female_happy
0.72069454,0.6865472,0.7116638,0.74030864,0.73636943,0.74837583,0.7745276,0.7393524,0.7201338,0.75210786,0.75898826,0.7483876,male_happy
0.6029519,0.591116,0.5224439,0.45990968,0.45465186,0.48139855,0.5100769,0.5159789,0.49735442,0.52705586,0.5823276,0.60740054,female_happy
0.6501992,0.72652143,0.7824552,0.7391414,0.71333194,0.7128835,0.7283142,0.7517866,0.75491714,0.7224701,0.65936166,0.6396799,male_happy
0.6266298,0.56560636,0.5259798,0.55488545,0.5749736,0.56457007,0.5457098,0.5208017,0.529699,0.5489986,0.6025233,0.6413559,female_happy
0.6066437,0.63384956,0.6476263,0.6939401,0.73853487,0.71607506,0.6797029,0.67161053,0.6970406,0.68619335,0.6611699,0.61052024,male_happy
0.64067227,0.55835044,0.50617045,0.5228445,0.55648375,0.59069157,0.6378336,0.6408967,0.62876534,0.6604866,0.700102,0.69466317,female_happy
0.61631763,0.6604541,0.6971652,0.66873264,0.6667733,0.7073097,0.69974416,0.6984637,0.68694717,0.6407461,0.62943685,0.6274752,male_happy
0.50670636,0.48213655,0.46000248,0.4617587,0.48078808,0.4930316,0.49215636,0.4823453,0.4881842,0.50009316,0.48593718,0.51427394,female_happy
0.65655535,0.6397879,0.6522746,0.67751354,0.6589808,0.65870726,0.6794658,0.6972214,0.74392843,0.76427084,0.7573463,0.7061972,male_happy
0.60255647,0.62228596,0.6238552,0.61439914,0.66902965,0.74446094,0.7444591,0.7260409,0.6952573,0.6579466,0.6301561,0.6131388,female_happy
0.7007924,0.7160976,0.7515915,0.7383322,0.73438513,0.7102177,0.7001459,0.63682956,0.6227357,0.6518703,0.6940582,0.67536736,male_happy
0.6105764,0.6315201,0.58499867,0.54305774,0.5511811,0.5945976,0.531607,0.5263219,0.584715,0.567159,0.5921676,0.57865363,female_happy
0.6404142,0.68629813,0.65208316,0.66963226,0.732932,0.75111026,0.7394783,0.755163,0.7385794,0.6480366,0.6252271,0.5945119,male_happy
0.6473985,0.62381005,0.57874537,0.55471414,0.59694654,0.6309359,0.6557979,0.6804404,0.6750866,0.69065976,0.64839077,0.64279234,female_happy
0.6249479,0.63113403,0.6427545,0.67409843,0.6145635,0.5735425,0.5927689,0.5996971,0.59404314,0.5737863,0.57015634,0.6181591,male_happy
0.46027282,0.4282805,0.45071724,0.45295468,0.47750425,0.486522,0.5066794,0.56459785,0.5481664,0.50964636,0.48713717,0.4944583,female_happy
0.65251535,0.65591747,0.7196987,0.72133094,0.6682496,0.6613425,0.70209205,0.65244174,0.6788082,0.68922937,0.6828035,0.6665005,male_happy
0.6080005,0.6378324,0.60481656,0.5209031,0.48088524,0.5192487,0.53896934,0.5377313,0.63846827,0.6770118,0.6718138,0.6217738,female_happy
0.7076465,0.6841842,0.671768,0.645547,0.6328417,0.61765414,0.6223689,0.640358,0.6984747,0.73687375,0.725393,0.71094847,male_happy
0.69738996,0.67951155,0.65201133,0.65087074,0.7114906,0.7274882,0.71449006,0.6871418,0.71544087,0.68449545,0.6590421,0.68891877,female_happy
0.6651174,0.57148,0.5538491,0.5415978,0.5399521,0.56766987,0.6431873,0.64130855,0.62064695,0.6050708,0.6608226,0.71169025,male_happy
0.5118272,0.49607405,0.51056474,0.5094087,0.5490637,0.55716336,0.60383224,0.69173723,0.76461005,0.8023972,0.71353984,0.58276224,female_happy
0.69712955,0.6453229,0.6580727,0.7188318,0.7606326,0.7679929,0.7356452,0.7049333,0.71289134,0.72487426,0.7249286,0.72339016,male_happy
0.6138131,0.6116128,0.65076596,0.6756055,0.6997818,0.70564705,0.6566438,0.63856745,0.61515605,0.5965188,0.6072431,0.64344424,female_happy
0.6537199,0.63767964,0.66018176,0.69964004,0.73326147,0.71342814,0.68309057,0.6760444,0.6979725,0.6977196,0.71208143,0.6963028,male_happy
0.5408145,0.5331407,0.50632584,0.5142603,0.5156452,0.52800286,0.5538228,0.5798674,0.5800626,0.5233367,0.564258,0.559931,female_happy
0.66714793,0.6741464,0.7288384,0.75053114,0.7620967,0.76919436,0.78769034,0.79975873,0.7242346,0.6855537,0.7022962,0.6844062,male_happy
0.7600358,0.70743036,0.6723832,0.64232653,0.6620017,0.6523782,0.6762163,0.66840744,0.6378424,0.6382628,0.676636,0.72486424,female_happy
0.6437057,0.6668295,0.6533219,0.6924491,0.7430905,0.73943627,0.69572514,0.7235571,0.7247533,0.691324,0.6791217,0.65441275,male_happy
0.6353804,0.55886453,0.5129552,0.52226484,0.55741876,0.616252,0.6355773,0.64768267,0.6802642,0.6916676,0.7047162,0.6740288,female_happy
0.5878762,0.64134693,0.62258637,0.55965114,0.572883,0.59627426,0.60206175,0.6597445,0.7253442,0.6716681,0.6196475,0.5936771,male_happy
0.5442392,0.5265774,0.50861675,0.5009997,0.43511996,0.44519526,0.4891278,0.5225833,0.5725706,0.5690015,0.56009465,0.5663343,female_happy
0.6762714,0.6642895,0.6582096,0.66198164,0.701086,0.7250412,0.7025764,0.69620633,0.74781257,0.7758729,0.77385944,0.7180664,male_happy
0.62808764,0.64966905,0.6376188,0.63935155,0.7116552,0.7401162,0.73066515,0.6974997,0.68296933,0.6288881,0.614227,0.627178,female_happy
0.5687837,0.58343613,0.62305415,0.61185503,0.61071306,0.60064113,0.55570424,0.503596,0.4936063,0.533611,0.5418713,0.5374126,male_happy
0.5911296,0.5122197,0.49211702,0.5525612,0.5290464,0.504938,0.5346278,0.5383871,0.57428795,0.52505904,0.5372751,0.58191043,female_happy
0.6162871,0.6415571,0.64328724,0.6657571,0.7244159,0.76953536,0.7527184,0.74346864,0.7524391,0.71280444,0.67441,0.6284426,male_happy
0.6972292,0.6144533,0.5714399,0.57399815,0.6115869,0.6817821,0.6765917,0.6654546,0.6918802,0.64596826,0.64608157,0.67246485,female_happy
0.59094316,0.59947807,0.66656965,0.68602115,0.7075848,0.6513581,0.6162413,0.57109475,0.57827276,0.6039171,0.63425124,0.64187956,male_happy
0.59131444,0.58053243,0.54402274,0.531094,0.5360802,0.57546544,0.56372195,0.5235587,0.5221479,0.5113677,0.5166863,0.52158105,female_happy
0.60912484,0.6152877,0.65770924,0.6893891,0.6937113,0.7143042,0.73726124,0.7113291,0.6999762,0.66899335,0.6601337,0.6544368,male_happy
0.63731754,0.544281,0.5262006,0.5282971,0.54399604,0.5143428,0.5231183,0.54775625,0.5530344,0.6419899,0.67083323,0.63168275,female_happy
0.65890926,0.65566456,0.64225405,0.66836095,0.6813293,0.5902404,0.58455235,0.6341713,0.7165576,0.77907544,0.73948175,0.6717653,male_happy
0.6996993,0.6808742,0.6331418,0.5788993,0.6163907,0.64833945,0.6505573,0.63478434,0.66991633,0.6758082,0.66948605,0.6831793,female_happy
0.7323149,0.6956058,0.6254207,0.5942749,0.62686527,0.6507938,0.67212796,0.7083693,0.7204041,0.7484628,0.7613992,0.7637979,male_happy
0.5194737,0.47001347,0.4791416,0.48830757,0.52490497,0.5698077,0.5880805,0.62329984,0.71962756,0.74743307,0.7464476,0.65182835,female_happy
0.6378079,0.68276656,0.6876634,0.68961805,0.7085278,0.70014495,0.6825521,0.72210366,0.7092156,0.6261543,0.62982345,0.6341863,male_happy
0.6478451,0.62064546,0.63609695,0.6485356,0.66690904,0.63081884,0.6145576,0.60062116,0.57167673,0.5641941,0.62090063,0.61384463,female_happy
0.676422,0.6619518,0.6791541,0.6802303,0.7051862,0.7416072,0.74555886,0.68985856,0.70872694,0.72621673,0.74658114,0.73011816,male_happy
0.60610914,0.61884326,0.5758488,0.5420611,0.53541505,0.55235857,0.57044613,0.58494365,0.5980863,0.6279826,0.6097657,0.629174,female_happy
0.65816253,0.6846008,0.6987259,0.7276934,0.74343866,0.7359665,0.73324746,0.73287845,0.71836466,0.70047534,0.68609023,0.67986494,male_happy
0.6638252,0.63781077,0.5972112,0.5778959,0.6013835,0.62533885,0.61255515,0.5750706,0.59766275,0.6221559,0.68838716,0.7185367,female_happy
0.67954594,0.6894932,0.70137006,0.74916023,0.78482074,0.74613637,0.7019434,0.7091056,0.7212962,0.6990736,0.68229985,0.66611516,male_happy
0.60575855,0.5387507,0.51200294,0.5061948,0.5313757,0.6033226,0.6099135,0.6067073,0.65128523,0.68321645,0.7095554,0.6785108,female_happy
0.5645039,0.60122037,0.6517365,0.6261534,0.6450249,0.6955397,0.67552906,0.67911565,0.71292996,0.66218853,0.61660177,0.5832645,male_happy
0.5073096,0.47369176,0.4662066,0.47863123,0.516566,0.5450302,0.5351284,0.5478447,0.49588674,0.48315662,0.51312727,0.5271523,female_happy
0.68515295,0.655804,0.6450044,0.6538978,0.6853191,0.7022649,0.6807264,0.6755708,0.71503544,0.76295114,0.7738235,0.7214221,male_happy
0.62035334,0.65227765,0.6693963,0.66255444,0.687795,0.7697478,0.78326255,0.69919777,0.6736239,0.6692554,0.6466003,0.62183774,female_happy
0.5985266,0.59650123,0.6253064,0.6467997,0.639304,0.6059958,0.598429,0.56685567,0.57655895,0.5769033,0.5783263,0.58089525,male_happy
0.58596224,0.5973907,0.5908369,0.5717779,0.55266494,0.5325469,0.5109109,0.52923775,0.5575052,0.5337877,0.5490743,0.5769066,female_happy
0.67186576,0.6883666,0.7133482,0.7174252,0.7346514,0.75764567,0.7417994,0.7308839,0.7297713,0.6965182,0.65114814,0.64959365,male_happy
0.5617232,0.5129438,0.45987263,0.4487627,0.47993973,0.5317587,0.57425624,0.57544273,0.59474105,0.5549896,0.55374664,0.5583318,female_happy
0.5873993,0.5725145,0.643624,0.68334115,0.6186675,0.5967986,0.64518744,0.6581792,0.68325275,0.67025286,0.6288771,0.6164846,male_happy
0.6244621,0.6011531,0.61630094,0.6259239,0.66178274,0.6742319,0.67070436,0.7144318,0.7274701,0.6836118,0.6944541,0.6766413,female_happy
0.6784579,0.67476547,0.67516255,0.6833573,0.6899231,0.7199234,0.6994976,0.66514647,0.677904,0.7007489,0.7219957,0.70880604,male_happy
0.62841403,0.5271299,0.5200569,0.5206495,0.48994878,0.501772,0.5066735,0.52002656,0.5665639,0.6054366,0.665712,0.6401852,female_happy
0.75528973,0.767169,0.668582,0.5941026,0.57081276,0.5993659,0.605629,0.6025606,0.63886744,0.66056466,0.6914011,0.7141673,male_happy
0.6641769,0.63358694,0.5907434,0.60193324,0.62383145,0.64329904,0.6712032,0.66819566,0.68320394,0.6588244,0.6391782,0.673987,female_happy
0.58895856,0.5919982,0.59646547,0.5987283,0.60189116,0.5874386,0.6287826,0.6974364,0.760321,0.7146244,0.67029554,0.6286798,male_happy
0.6061939,0.58158284,0.59810084,0.5902401,0.5862725,0.6293985,0.6515608,0.66419065,0.70413435,0.73377955,0.7327876,0.672095,female_happy
0.67421013,0.7054346,0.7370573,0.73844963,0.7643206,0.75517124,0.7345359,0.706278,0.69747704,0.68983936,0.6820668,0.69555664,male_happy
0.5911052,0.54732776,0.5515893,0.5570648,0.596729,0.6290068,0.6169912,0.61202985,0.62365305,0.67324054,0.7125956,0.62949854,female_happy
0.6961854,0.6792074,0.6872889,0.6849844,0.73751783,0.73061347,0.7114108,0.6741569,0.69039977,0.7401235,0.7818645,0.76387584,male_happy
0.57779896,0.548862,0.4827809,0.4478632,0.46299022,0.48087487,0.47992846,0.48055974,0.5128923,0.52811015,0.5728549,0.5956703,female_happy
0.7059166,0.74747145,0.7882527,0.77776736,0.78210473,0.7593062,0.72405714,0.71389353,0.70155424,0.6911547,0.678822,0.6767656,male_happy
0.6241071,0.5590424,0.51305777,0.52634686,0.5902209,0.6185844,0.6209278,0.6144903,0.5960356,0.63028175,0.7055589,0.685065,female_happy
0.6688561,0.6798207,0.6760237,0.71284336,0.74984837,0.7207387,0.6772353,0.6683468,0.6468797,0.6501566,0.66237867,0.6553662,male_happy
0.6321375,0.5612821,0.4855998,0.4799379,0.5247994,0.55560964,0.5727529,0.60295814,0.6405071,0.6476882,0.6307984,0.632319,female_happy
0.62312984,0.6128729,0.6593904,0.6840928,0.71065885,0.7206171,0.73403233,0.70899564,0.70247555,0.71186584,0.7190763,0.69128734,male_happy
0.6266893,0.5702973,0.6132012,0.65810543,0.67888945,0.68332034,0.6901692,0.5965884,0.532569,0.5601567,0.61246216,0.67523366,female_happy
0.64255667,0.6410826,0.6591619,0.6671374,0.6896514,0.6984304,0.7000341,0.68567055,0.7116116,0.7353905,0.7030574,0.6633359,male_happy
0.650544,0.6403357,0.64651453,0.5959824,0.6409015,0.70657206,0.751141,0.710645,0.6637882,0.6582912,0.62693745,0.64159393,female_happy
0.681376,0.68139553,0.72508466,0.69555235,0.68442404,0.66223735,0.68505996,0.6805925,0.6587484,0.65539664,0.6599187,0.67013174,male_happy
0.5971588,0.54707414,0.52086854,0.5292209,0.5624327,0.6347529,0.6288384,0.61091757,0.5562376,0.48085043,0.48549122,0.5557265,female_happy
0.7584082,0.7742962,0.75568545,0.74563414,0.72201335,0.69074565,0.68231326,0.6862423,0.696179,0.7169372,0.7341901,0.7206857,male_sad
0.45622155,0.41555896,0.4490507,0.44357663,0.421998,0.44788086,0.47483644,0.5498396,0.60868436,0.54274476,0.5335874,0.49365947,female_sad
0.66552633,0.70309585,0.6979538,0.6909552,0.7037883,0.6975178,0.6876049,0.6680927,0.68850636,0.7119861,0.69298816,0.6736176,male_sad
0.6915216,0.68047184,0.6699896,0.67640567,0.69307256,0.7200426,0.7451396,0.72294885,0.74720836,0.7234605,0.73080736,0.73491275,female_sad
0.78985244,0.8111409,0.80837566,0.80752015,0.8169429,0.811168,0.83571565,0.81746054,0.8099782,0.8055646,0.79198575,0.7870237,male_sad
0.6678705,0.5970832,0.6146899,0.681137,0.6821662,0.65267485,0.6460173,0.66236824,0.7761245,0.78709614,0.72954,0.6815998,female_sad
0.72161824,0.7177221,0.6922679,0.7070817,0.7122487,0.6902822,0.6991057,0.69395,0.73597604,0.74035424,0.7184973,0.70411813,male_sad
0.63429755,0.6396259,0.64943683,0.6659575,0.6937303,0.7313326,0.7539758,0.7853005,0.8100413,0.7474276,0.72915125,0.6727975,female_sad
0.788986,0.7941147,0.7565928,0.76205033,0.8222141,0.8248177,0.80432636,0.80534923,0.7982148,0.77363366,0.78148264,0.7800589,male_sad
0.575261,0.57920825,0.63387746,0.61089015,0.5671517,0.60839427,0.7123054,0.8431802,0.8379483,0.73215985,0.65038043,0.6158054,female_sad
0.73995894,0.73773205,0.73897845,0.7328024,0.7524913,0.77366376,0.74773,0.7322009,0.7797933,0.7973693,0.8138623,0.784317,male_sad
0.64509594,0.6312459,0.65728945,0.6356184,0.6558418,0.6529911,0.6552657,0.6403564,0.68336666,0.7300314,0.73223555,0.68883026,female_sad
0.7384512,0.72906154,0.7122494,0.74106365,0.74493426,0.7507505,0.7609745,0.7288265,0.7674162,0.7816988,0.7768301,0.75241333,male_sad
0.68798286,0.68447465,0.68387467,0.690601,0.67292386,0.70486313,0.72122234,0.7212543,0.7298342,0.6819715,0.6817014,0.7027245,female_sad
0.7748373,0.77006966,0.7774871,0.70844287,0.684198,0.69805,0.7130405,0.6995754,0.702191,0.6949359,0.7218492,0.7502105,male_sad
0.6568616,0.5750843,0.54305816,0.57213086,0.59485173,0.5918115,0.6127918,0.61030215,0.6087966,0.61259764,0.66047305,0.6951101,female_sad
0.63880324,0.69620717,0.6646167,0.7396086,0.82084316,0.7475853,0.71233255,0.7087438,0.72986794,0.7026303,0.65407836,0.6159271,male_sad
0.6812617,0.7037768,0.69279414,0.6233485,0.62553275,0.6482309,0.6197604,0.5954828,0.6176257,0.6457376,0.6854527,0.67919624,female_sad
0.7405585,0.7710395,0.7782303,0.7658151,0.74966455,0.7620658,0.7924424,0.75148183,0.736125,0.7611549,0.77487886,0.7433253,male_sad
0.6104998,0.58206743,0.61504847,0.60549814,0.5988411,0.6284808,0.6845888,0.72854555,0.7409326,0.7006262,0.6582315,0.6530714,female_sad
0.6825458,0.68707865,0.7004821,0.7436336,0.7879098,0.79914385,0.80552626,0.8022933,0.7865804,0.75648415,0.741533,0.7085924,male_sad
0.71174544,0.6469988,0.61535376,0.61405563,0.66788495,0.7429634,0.7437316,0.7165225,0.7088026,0.6817524,0.6669018,0.69249994,female_sad
0.61039555,0.5706215,0.5753083,0.5864474,0.6324886,0.64411074,0.6333232,0.58671147,0.5564216,0.56920207,0.642428,0.66044116,male_sad
0.58743024,0.58928245,0.5588073,0.5074649,0.50765747,0.55002046,0.63259524,0.63911563,0.5953423,0.576376,0.5965031,0.6012592,female_sad
0.7162909,0.73848975,0.7509159,0.7616646,0.7595177,0.7372563,0.7325546,0.7325958,0.76674694,0.75185394,0.71900487,0.6871964,male_sad
0.48703802,0.43678862,0.4317152,0.46886113,0.47891003,0.49234435,0.4994481,0.5122659,0.5685832,0.5915985,0.58602655,0.5452251,female_sad
0.6903095,0.7226922,0.73648584,0.7451818,0.74658,0.7148475,0.6858056,0.67341125,0.66785914,0.6854447,0.7209086,0.7000594,male_sad
0.51851517,0.49837494,0.5342881,0.57804847,0.5738883,0.5538779,0.5690081,0.5968893,0.6114241,0.58178294,0.55964965,0.5478519,female_sad
0.74086034,0.72054684,0.73108226,0.7331281,0.7397826,0.78431857,0.7735202,0.7919151,0.8154027,0.77121824,0.7644794,0.75085783,male_sad
0.6778393,0.5513406,0.57877916,0.61251193,0.57283336,0.54638255,0.5532147,0.6030457,0.72492325,0.73170024,0.7444956,0.7220472,female_sad
0.72564405,0.6815179,0.687188,0.7100337,0.6946914,0.70107615,0.72587216,0.7475246,0.7996749,0.79956365,0.7853725,0.76982325,male_sad
0.63621795,0.6400812,0.68464434,0.6922082,0.6975206,0.7594428,0.83257854,0.818791,0.74129784,0.6641508,0.6642696,0.65879023,female_sad
0.7618323,0.7907747,0.78459144,0.7802553,0.7875988,0.8045217,0.8033208,0.7715122,0.75243217,0.7376921,0.747107,0.7550656,male_sad
0.51019824,0.48596317,0.52421075,0.56486696,0.62738115,0.7000956,0.78023213,0.77256763,0.727709,0.66517514,0.61806464,0.55510765,female_sad
0.7359958,0.7539989,0.7716084,0.7992769,0.80157137,0.7931278,0.78124946,0.7789613,0.8096978,0.7891043,0.7546297,0.72338706,male_sad
0.6516444,0.65329814,0.6482091,0.6196239,0.63545555,0.6623119,0.65166754,0.6826132,0.69297206,0.72988886,0.75357455,0.71141136,female_sad
0.68955564,0.6722951,0.6812461,0.70823836,0.7152659,0.7192898,0.72702783,0.69444007,0.7651342,0.8179995,0.8089516,0.7408766,male_sad
0.5918181,0.6021681,0.56869906,0.5672244,0.57620794,0.5976188,0.5911745,0.5991879,0.65476686,0.62668455,0.58678037,0.5822696,female_sad
0.7482919,0.7699564,0.76971984,0.7470926,0.7708614,0.79783714,0.76953244,0.7707619,0.7745829,0.770738,0.8189562,0.76695406,male_sad
0.6069301,0.58286095,0.59056467,0.60265225,0.620936,0.6208146,0.62462693,0.56737447,0.5455818,0.5610087,0.59992564,0.6256762,female_sad
0.6991222,0.7367893,0.736727,0.74527216,0.79381454,0.77803534,0.73635685,0.7288195,0.7332201,0.7252894,0.70884067,0.6905719,male_sad
0.65451664,0.647899,0.64243925,0.62776273,0.6495327,0.6778079,0.65187156,0.62685615,0.6387824,0.64716583,0.6799385,0.6667817,female_sad
0.73353446,0.7413822,0.7566859,0.74215955,0.7487998,0.77015823,0.78293395,0.7866991,0.82555306,0.8093304,0.8038725,0.76118004,male_sad
0.47754014,0.48283878,0.48906046,0.49336907,0.53160447,0.5554543,0.58929133,0.58389205,0.57300127,0.54197264,0.5470172,0.5054871,female_sad
0.7412204,0.7591147,0.73985183,0.7442665,0.76780045,0.78851306,0.79662883,0.7723171,0.77387846,0.77341115,0.7667347,0.7372792,male_sad
0.6018924,0.6663053,0.6039776,0.581389,0.64551467,0.6864387,0.7605375,0.7292166,0.70387244,0.6914312,0.67984515,0.6178074,female_sad
0.6469986,0.5996553,0.60467124,0.61711574,0.6630824,0.6877583,0.6931187,0.63800097,0.6026191,0.62237924,0.69220346,0.7136107,male_sad
0.49507272,0.43959928,0.44276217,0.49112245,0.48071286,0.4494553,0.4912579,0.5837989,0.6984195,0.6880111,0.5950713,0.53582406,female_sad
0.73591,0.74050707,0.74472207,0.7335473,0.7143327,0.71906996,0.710589,0.6991257,0.72524524,0.7190504,0.7184885,0.7163356,male_sad
0.46358758,0.406642,0.4641801,0.46560633,0.43168288,0.47378036,0.5551206,0.65214753,0.630677,0.5392183,0.4942551,0.5061608,female_sad
0.6914252,0.7450651,0.7580998,0.7276075,0.74241644,0.6836081,0.62007326,0.6289477,0.7046636,0.7379655,0.6706911,0.67908585,male_sad
0.5793444,0.55911106,0.53698474,0.5377896,0.58791846,0.60543716,0.5711197,0.53123605,0.5366937,0.49712434,0.48982972,0.5589453,female_sad
0.71601003,0.7407902,0.77991366,0.78661776,0.772102,0.81858504,0.8006278,0.7801153,0.82866704,0.7853379,0.7760954,0.73665434,male_sad
0.6907041,0.6079728,0.6085622,0.6454713,0.6665763,0.6386043,0.6239383,0.6616823,0.7212641,0.7068393,0.7125715,0.71926534,female_sad
